MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,BE,SELMCL,SEL MANU. CO. LTD.,          .80,          .75,          .85,          .75,          .75,                     4006.65,5004,N, ,22,         1.70,          .65
N,BE,SHIRPUR-G,SHIRPUR GOLD REFINERY LTD,        14.90,        14.20,        14.20,        14.20,        14.20,                    18502.60,1303,N, ,17,        79.60,         5.80
N,BE,SHYAMCENT,SHYAM CENTURY FERROUS LTD,         3.30,         3.15,         3.30,         3.15,         3.20,                     7731.75,2362,N, ,10,        14.50,         3.15
N,BE,SHYAMTEL,SHYAM TELECOM LIMITED,         8.05,         7.75,         7.75,         7.75,         7.75,                        7.75,1,N, ,1,         9.50,         5.55
N,BE,SIL,STANDARD INDUSTRIES LTD.,        11.95,        11.40,        12.40,        11.40,        11.80,                    11747.40,1007,N, ,15,        16.80,         9.50
N,BE,SINTEX,SINTEX INDUSTRIES LTD,          .75,          .75,          .80,          .70,          .80,                  1219297.55,1608266,N, ,604,        12.45,          .70
N,BE,SIRCA,SIRCA PAINT INDIA LIMITED,       277.75,       263.90,       291.60,       263.90,       288.55,                  7259099.15,26252,N, ,308,       299.95,       180.00
N,BE,SITINET,SITI NETWORKS LIMITED,         1.45,         1.50,         1.50,         1.40,         1.45,                    80227.60,55419,N, ,52,         9.00,         1.40
N,BE,SKIL,SKIL INFRASTRUCTURE LTD.,         4.55,         4.35,         4.70,         4.35,         4.35,                    69962.30,15639,N, ,20,        17.25,         3.65
N,BE,SPENTEX,SPENTEX IND. LTD,          .30,          .35,          .35,          .25,          .25,                     1368.60,5302,N, ,10,         2.00,          .15
N,BE,SPTL,SINTEX PLASTICS TECH LTD,         1.05,         1.10,         1.10,         1.00,         1.00,                  1845317.90,1786730,N, ,720,        26.80,         1.00
N,BE,SPYL,SHEKHAWATI POLY-YARN LTD.,          .30,          .25,          .35,          .25,          .30,                     4952.35,15467,N, ,16,          .45,          .15
N,BE,STAMPEDE,STAMPEDE CAPITAL LTD,          .40,          .40,          .45,          .40,          .45,                    19552.40,45106,N, ,30,         3.95,          .35
N,BE,STEELXIND,STEEL EXCHANGE INDIA LTD,        26.75,        25.75,        27.50,        25.75,        25.85,                   244285.20,9317,N, ,66,        29.70,        10.15
N,BE,SUBCAPCITY,INTERNATIONAL CONST LTD,         7.65,         7.35,         7.35,         7.35,         7.35,                      367.50,50,N, ,1,        16.40,         5.20
N,BE,SUJANAUNI,SUJANA UNI. INDS. LTD.,          .15,          .15,          .20,          .10,          .15,                    17871.55,119014,N, ,29,          .35,          .10
N,BE,SUMEETINDS,SUMEET IND LIMITED,         1.70,         1.70,         1.75,         1.65,         1.70,                    13204.65,7776,N, ,27,         4.60,         1.65
N,BE,SUMICHEM,SUMITOMO CHEM INDIA LTD,       228.70,       221.00,       235.00,       221.00,       231.05,                 95515467.90,413408,N, ,1042,       239.95,       191.15
N,BE,SUMIT,SUMIT WOODS LIMITED,        16.25,        16.25,        17.05,        16.25,        16.25,                      943.30,58,N, ,4,        21.40,        16.25
N,BE,SUPERSPIN,SUPER SPINNING MILLS LTD,         3.70,         3.60,         3.85,         3.60,         3.65,                    21698.55,5801,N, ,23,         7.35,         3.35
N,BE,SUPREMEINF,SUPREME INFRA. LTD.,        20.10,        19.10,        19.10,        19.10,        19.10,                    11899.30,623,N, ,8,        36.95,        12.25
N,BE,SURANASOL,SURANA SOLAR LIMITED,         8.75,         9.00,         9.15,         8.35,         9.00,                   565145.65,63500,N, ,212,        15.40,         6.25
N,BE,SUVEN,SUVEN LIFE SCIENCES LTD,        23.35,        24.50,        24.50,        24.50,        24.50,                    19453.00,794,N, ,21,       337.80,        15.20
N,BE,TANTIACONS,TANTIA CONST LTD,         1.95,         2.00,         2.00,         2.00,         2.00,                     1000.00,500,N, ,3,         3.80,         1.00
N,BE,TECHNOFAB,TECHNOFAB ENG LTD,        21.75,        21.75,        21.75,        20.70,        20.70,                    36573.30,1764,N, ,13,       145.00,        16.75
N,BE,TFL,TRANSWARRANTY FIN. LTD.,         4.35,         4.40,         4.40,         4.35,         4.35,                     4821.75,1105,N, ,6,         8.20,         3.65
N,BE,THEMISMED,THEMIS MEDICARE LTD.,       393.65,       382.50,       382.50,       374.00,       374.00,                  1007781.50,2691,N, ,48,       438.00,       235.00
N,BE,TI,TILAKNAGAR INDUSTRIES LTD,        18.30,        17.50,        18.50,        17.40,        17.50,                   367840.60,20872,N, ,89,        19.40,        12.70
N,BE,TIPSINDLTD,TIPS INDUSTRIES LTD.,       113.35,       113.40,       118.50,       111.00,       112.55,                   706224.05,6178,N, ,100,       120.90,        58.05
N,BE,UNITECH,UNITECH LIMITED,         1.65,         1.70,         1.70,         1.70,         1.70,                  1929649.60,1135088,N, ,302,         1.70,          .75
N,BE,URJA,URJA GLOBAL LIMITED,         1.70,         1.70,         1.70,         1.65,         1.65,                  1143231.20,682095,N, ,714,         3.55,         1.60
N,BE,VICEROY,VICEROY HOTELS LIMITED,         1.30,         1.35,         1.35,         1.25,         1.25,                    40463.10,31220,N, ,66,         4.90,         1.10
N,BE,VIPULLTD,VIPUL LIMITED,        23.50,        24.00,        24.45,        22.60,        23.10,                   148811.10,6301,N, ,40,        59.85,        22.60
N,BE,VISESHINFO,VISESH INFOTECNICS LTD,          .05,          .10,          .10,          .05,          .05,                   157381.10,1947308,N, ,346,          .10,          .05
N,BE,VISHAL,VISHAL FABRICS LIMITED,       232.00,       232.00,       232.00,       232.00,       232.00,                  1160000.00,5000,N, ,5,       345.10,       222.30
N,BE,VIVIDHA,VISAGAR POLYTEX LTD,          .40,          .35,          .40,          .35,          .35,                    89245.00,254292,N, ,56,          .80,          .15
N,BE,WANBURY,WANBURY LIMITED,        18.85,        19.15,        19.15,        18.00,        18.10,                    29522.40,1629,N, ,14,        24.50,        10.75
N,BE,WIPL,THE WESTERN INDIA PLY LTD,        56.80,        59.55,        59.55,        54.00,        54.95,                    22629.55,406,N, ,6,       110.25,        52.00
G,BE,WSI,W.S.INDUSTRIES (I) LTD.,         1.55,         1.60,         1.60,         1.60,         1.60,                       80.00,50,N, ,1,         3.00,          .50
N,BE,ZEEMEDIA,ZEE MEDIA CORPORATION LTD,         6.20,         6.20,         6.20,         5.90,         6.00,                   805672.70,133511,N, ,321,        23.50,         5.80
N,BE,ZENITHEXPO,ZENITH EXPORTS LTD,        47.35,        46.05,        46.05,        45.50,        45.50,                     2389.10,52,N, ,3,       102.00,        37.25
N,BE,ZICOM,ZICOM ELECT SEC SYS LTD,         1.70,         1.70,         1.70,         1.65,         1.65,                     9464.40,5719,N, ,10,         6.95,          .85
N,BZ,CANDC,C&C CONST. LTD,         2.30,         2.20,         2.20,         2.20,         2.20,                     1595.00,725,N, ,7,        26.30,         2.00
N,BZ,CGPOWER,CG POWER AND IND SOL LTD,         9.60,         9.15,         9.50,         9.15,         9.15,                  1080488.90,118072,N, ,253,        12.40,         7.65
N,BZ,COFFEEDAY,COFFEE DAY ENTERPRISE LTD,        32.00,        30.55,        32.00,        30.40,        30.40,                  4154940.65,136255,N, ,933,        43.60,        27.85
N,BZ,COX&KINGS,COX & KINGS LIMITED,          .95,          .90,          .90,          .90,          .90,                   249966.00,277740,N, ,305,         1.60,          .90
N,BZ,DIAPOWER,DIAMOND POWER INFRA LTD,          .65,          .60,          .60,          .60,          .60,                     2302.80,3838,N, ,10,         1.80,          .40
N,BZ,DIGJAMLTD,DIGJAM LIMITED,         1.00,          .95,          .95,          .95,          .95,                    25925.50,27290,N, ,10,         1.25,          .80
N,BZ,EASUNREYRL,EASUN REYROLLE LTD,         2.80,         2.70,         2.70,         2.70,         2.70,                     3496.50,1295,N, ,9,         7.25,         2.50
N,BZ,EDUCOMP,EDUCOMP SOLUTIONS LTD,         1.10,         1.15,         1.15,         1.05,         1.15,                    49791.90,43823,N, ,53,         2.90,          .90
N,BZ,EMCO,EMCO LIMITED,          .65,          .60,          .60,          .60,          .60,                      960.00,1600,N, ,3,         1.10,          .60
N,BZ,EUROCERA,EURO CERAMICS LTD.,          .45,          .45,          .50,          .45,          .50,                     2545.00,5600,N, ,3,          .75,          .30
N,BZ,GANGOTRI,GANGOTRI TEXTILES LTD.,          .65,          .65,          .65,          .60,          .60,                      943.50,1560,N, ,10,         1.75,          .25
N,BZ,GOENKA,GOENKA DIAMOND&JEWELS LTD,          .25,          .30,          .30,          .25,          .25,                    15506.60,54231,N, ,31,          .55,          .20
N,BZ,HMT,HMT LTD -,        13.75,        13.10,        14.20,        13.10,        13.10,                    28595.65,2118,N, ,21,        23.65,         9.90
N,BZ,IL&FSENGG,IL&FS ENG AND CONS CO LTD,         1.85,         1.85,         1.85,         1.80,         1.80,                    21726.60,11804,N, ,24,         9.35,         1.80
N,BZ,IL&FSTRANS,IL&FS TRANS NET LTD,         1.75,         1.75,         1.80,         1.70,         1.70,                    46087.30,26458,N, ,45,         5.90,         1.50
N,BZ,INDOSOLAR,INDOSOLAR LIMITED,          .75,          .80,          .80,          .70,          .80,                   112564.70,145315,N, ,108,         1.25,          .25
N,BZ,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,        29.55,        28.10,        28.10,        28.10,        28.10,                  1461705.80,52018,N, ,209,        49.40,        14.70
N,BZ,JVLAGRO,JVL AGRO INDUSTRIES LTD,          .45,          .50,          .50,          .45,          .45,                    10605.40,22763,N, ,13,         5.00,          .45
N,BZ,KGL,KARUTURI GLOBAL LIMITED,          .25,          .25,          .30,          .25,          .25,                    41954.45,159965,N, ,47,          .40,          .25
N,BZ,METKORE,METKORE ALLOYS & IND LTD,          .25,          .30,          .30,          .25,          .30,                     6331.50,22403,N, ,17,          .45,          .15
N,BZ,NITINFIRE,NITIN FIRE PROT IND. LTD.,          .45,          .40,          .45,          .40,          .40,                     3328.90,8246,N, ,23,          .65,          .30
N,BZ,ORTEL,ORTEL COMMUNICATIONS LTD,          .55,          .60,          .60,          .50,          .50,                      160.70,311,N, ,6,         1.10,          .15
N,BZ,PUNJLLOYD,PUNJ LLOYD LIMITED,         1.10,         1.10,         1.10,         1.05,         1.05,                    88423.55,82500,N, ,75,         1.50,          .85
N,BZ,RAJRAYON,RAJ RAYON INDUSTRIES LTD,          .05,          .05,          .10,          .05,          .05,                     6997.55,108839,N, ,58,          .15,          .05
N,BZ,SMPL,SPLENDID METAL PRODUCTS L,          .15,          .15,          .15,          .10,          .15,                      542.80,4050,N, ,9,          .25,          .10
N,BZ,THIRUSUGAR,THIRU AROORAN SUGARS LTD,         4.05,         3.85,         4.25,         3.85,         4.25,                       61.75,15,N, ,2,        12.20,         2.65
N,BZ,UNITY,UNITY INFRAPROJECTS LTD,          .30,          .35,          .35,          .25,          .25,                     1736.50,5078,N, ,9,         1.25,          .20
N,BZ,VIDEOIND,VIDEOCON INDUSTRIES LIMIT,         2.25,         2.35,         2.35,         2.35,         2.35,                   201926.10,85926,N, ,96,         5.10,         1.20
N,ST,HPIL,HINDPRAKASH INDUSTRY LTD,        41.40,        41.00,        41.50,        41.00,        41.50,                  1243500.00,30000,N, ,8,        42.70,        40.70
 ,N1, , , , , , , , , ,N, , , , 
 ,N1, ,OTHER SECURITIES, , , , , , , ,N, , , , 
N,DR,STAN,STANDARD  CHARTERED PLC,        55.80,        56.00,        56.75,        54.30,        55.40,                    20448.75,372,N, ,12,        63.65,        41.35
N,GB,SGBAUG24,2.75% GOLDBONDS2024TR-IV,      3832.30,      3865.00,      3865.00,      3842.00,      3861.82,                   632263.10,164,N, ,35,      4049.00,      2950.00
N,GB,SGBAUG27,2.50%GOLDBONDS2027SR-III,      3790.08,      3783.00,      3800.00,      3783.00,      3792.70,                   132735.00,35,N, ,5,      3927.00,      3468.00
N,GB,SGBDC27VII,2.50%GOLDBONDS2027SR-VII,      3825.00,      3745.00,      3745.00,      3745.00,      3745.00,                    97370.00,26,N, ,2,      4191.00,      3421.90
N,GB,SGBDEC25,2.50%GOLDBONDS 2025 SR-X,      3799.00,      3711.00,      3711.00,      3711.00,      3711.00,                     3711.00,1,N, ,1,      3999.00,      2802.00
N,GB,SGBDEC2512,2.50%GOLDBONDS2025 SR-XII,      3750.00,      3710.00,      3799.99,      3710.00,      3799.99,                     7509.99,2,N, ,2,      3850.00,      2711.00
N,GB,SGBDEC2513,2.50%GOLDBONDS2025SR-XIII,      3764.99,      3710.00,      3799.99,      3710.00,      3799.99,                    15019.98,4,N, ,2,      3799.99,      2863.00
N,GB,SGBDEC25XI,2.50%GOLDBONDS 2025 SR-XI,      3740.00,      3700.00,      3790.00,      3700.00,      3790.00,                     7490.00,2,N, ,2,      3797.99,      2861.01
N,GB,SGBDEC26,2.50%GOLDBONDS2026SR-IV,      3751.00,      3751.25,      3751.25,      3751.25,      3751.25,                    26258.75,7,N, ,1,      4235.00,      2711.00
N,GB,SGBFEB24,2.75%GOLDBONDS2024 TR-II,      3837.14,      3999.00,      3999.00,      3999.00,      3999.00,                     3999.00,1,N, ,1,      4001.00,      2902.19
N,GB,SGBJ28VIII,2.50%GOLDBONDS2028SR-VIII,      3875.80,      3850.00,      3950.00,      3780.00,      3805.00,                    26790.50,7,N, ,6,      4019.00,      3711.00
N,GB,SGBJAN26,2.50%GOLDBONDS2026SR-XIV,      3750.00,      3840.00,      3840.00,      3840.00,      3840.00,                     3840.00,1,N, ,1,      4088.98,      2852.00
N,GB,SGBJUL25,SGB2.50%JUL2025SR-II17-18,      3751.01,      3781.00,      3790.00,      3776.00,      3781.82,                  1313601.48,347,N, ,33,      3854.00,      2905.00
N,GB,SGBJUL27,2.50%GOLDBONDS2027SR-II,      3800.00,      4099.00,      4099.00,      4000.00,      4000.00,                   120297.00,30,N, ,8,      4099.00,      3100.00
N,GB,SGBJUN27,2.50%GOLDBONDS2027SR-I,      3780.00,      3780.00,      3780.00,      3780.00,      3780.00,                     3780.00,1,N, ,1,      3946.00,      2657.95
N,GB,SGBMAR24,2.75%GOLDBONDS2024 TR-III,      3865.00,      3850.00,      3850.00,      3850.00,      3850.00,                     3850.00,1,N, ,1,      3935.00,      2922.10
N,GB,SGBMAR25,2.50%GOLDBONDS 2025TR-VII,      3779.83,      3800.00,      3800.00,      3779.83,      3800.00,                   465416.84,123,N, ,22,      3889.00,      2906.00
N,GB,SGBMAY25,SGB2.50%MAY2025SR-I 17-18,      3795.00,      3795.00,      3803.00,      3780.00,      3789.09,                   144150.90,38,N, ,9,      3999.00,      2906.00
N,GB,SGBMAY26,2.50%GOLDBONDS2026SR-I,      3789.99,      3789.99,      3789.99,      3789.99,      3789.99,                    15159.96,4,N, ,4,      3920.00,      2791.00
N,GB,SGBNOV23,2.75% GOLDBONDS 2023 TR-1,      3835.00,      3857.00,      3860.00,      3850.00,      3860.00,                   192628.00,50,N, ,9,      4180.00,      2930.00
N,GB,SGBNOV24,2.50% GOLDBONDS2024 TR-VI,      3810.00,      3810.00,      3821.00,      3810.00,      3810.88,                   580241.55,152,N, ,16,      3900.00,      2908.00
N,GB,SGBNOV25IX,2.50%GOLDBONDS 2025SR-IX,      3750.00,      3705.00,      3790.00,      3705.00,      3790.00,                    29910.00,8,N, ,4,      3850.00,      2751.00
N,GB,SGBNOV26,2.50%GOLDBONDS2026SR-III,      3732.66,      3810.00,      3810.00,      3810.00,      3810.00,                     3810.00,1,N, ,1,      3830.00,      2720.00
N,GB,SGBOCT25IV,2.50% GOLDBONDS2025SR-IV,      3799.99,      3812.50,      3812.50,      3812.50,      3812.50,                     3812.50,1,N, ,1,      3899.00,      2855.10
N,GB,SGBOCT25V,2.50% GOLDBONDS2025SR-V,      3950.00,      3760.00,      3760.00,      3760.00,      3760.00,                     3760.00,1,N, ,1,      4000.00,      2875.00
N,GB,SGBOCT26,2.50%GOLDBONDS2026SR-II,      3799.00,      3800.00,      3800.00,      3800.00,      3800.00,                     7600.00,2,N, ,2,      3921.83,      2800.00
N,GB,SGBOCT27,2.50%GOLDBONDS2027SR-V,      3799.99,      3800.00,      3800.00,      3799.00,      3799.00,                    37992.00,10,N, ,5,      4040.00,      3300.95
N,GB,SGBOCT27VI,2.50%GOLDBONDS2027SR-VI,      3849.00,      3705.00,      3850.00,      3705.00,      3850.00,                   888790.00,231,N, ,9,      4025.00,      3344.95
N,GB,SGBSEP24,2.75% GOLDBONDS2024TR-V,      3823.80,      3835.00,      3835.00,      3813.55,      3813.55,                   248388.90,65,N, ,17,      3910.00,      2935.00
N,GB,SGBSEP27,2.50%GOLDBONDS2027SR-IV,      3850.00,      3998.90,      3998.90,      3825.00,      3825.00,                    23596.70,6,N, ,5,      3998.90,      3296.90
N,GS,74GS2035,GOI LOAN 7.40% 2035,        99.25,       104.00,       104.21,       100.00,       104.21,                     4908.21,49,N, ,3,       105.00,        80.00
N,MF,ABSLFTSGRN,BIRLASLAMC - ABSLFTSGRN,        10.20,        10.07,        10.07,        10.07,        10.07,                    10070.00,1000,N, ,1,        10.40,         9.10
N,MF,ABSLRIF6RG,BIRLASLAMC - ABSLRIF6RG,         7.50,         7.15,         7.20,         7.15,         7.16,                    68983.76,9636,N, ,3,         8.06,         6.22
N,MF,EMOFSR1RDP,EDELAMC - EMOFSR1RDP,         9.20,         9.22,         9.22,         9.10,         9.10,                   450831.64,49196,N, ,21,         9.22,         6.11
N,MF,EMOFSR1RGG,EDELAMC - EMOFSR1RGG,         9.22,         9.22,         9.22,         8.96,         8.96,                   974745.90,107499,N, ,36,         9.25,         6.35
N,MF,HEOF1126RG,HDFCAMC - HEOF1126RG,         9.82,         9.75,         9.75,         9.75,         9.75,                     9750.00,1000,N, ,1,        10.13,         8.50
N,MF,HHOF1140RG,HDFCAMC - HHOF1140RG,         8.72,         8.70,         8.70,         8.69,         8.69,                    26080.00,3000,N, ,3,         9.40,         7.23
N,MF,M14RG,SUNDARMAMC - M14RG,         7.30,         7.05,         7.10,         7.05,         7.10,                   120200.00,17000,N, ,13,         8.09,         5.90
N,MF,M17RG,SUNDARMAMC - M17RG,         5.84,         6.41,         6.41,         6.41,         6.41,                     2576.82,402,N, ,1,         9.00,         4.36
N,MF,UTIFEFRGR4,UTIAMC - UTIFEFRGR4,         9.96,         9.96,         9.96,         9.96,         9.96,                    99600.00,10000,N, ,1,        10.40,         7.21
N,MF,UTIFEFRGR5,UTIAMC - UTIFEFRGR5,         9.70,         9.50,         9.50,         9.45,         9.46,                    28400.00,3000,N, ,2,        10.00,         6.75
N,N1,IIFCL,7.40% TAX FREETRI SRIII,      1139.10,      1136.00,      1136.00,      1136.00,      1136.00,                  1136000.00,1000,N, ,1,      1314.00,      1082.05
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1069.64,      1077.00,      1077.00,      1070.00,      1070.07,                   632411.73,590,N, ,13,      1167.00,      1045.00
N,N1,L&TINFRA,BOND 7.75% PA 2010A S1,       990.61,       980.00,       990.00,       980.00,       990.00,                  1524110.00,1555,N, ,3,      1075.00,       965.05
N,N1,NABARD,7.35% TAX FREE TRI SRIIA,      1407.50,      1688.80,      1688.80,      1500.00,      1500.00,                    26832.00,16,N, ,4,      1688.80,      1081.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1072.14,      1072.00,      1072.00,      1068.10,      1071.32,                  2458917.19,2295,N, ,15,      1157.99,      1038.40
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1041.29,      1049.99,      1050.00,      1049.99,      1050.00,                   246748.53,235,N, ,5,      1182.60,      1030.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        31.68,        31.68,        31.97,        31.52,        31.72,                   116197.86,3668,N, ,72,        35.80,        30.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1224.41,      1229.90,      1231.00,      1217.63,      1222.00,                   128326.16,105,N, ,5,      1249.89,      1104.00
N,N2,ICFL,SEC RED NCD SR. II,       969.00,       951.01,       951.01,       951.01,       951.01,                    19020.20,20,N, ,1,      1100.00,       675.00
N,N2,IIHFL,IIHFL 12.00 NCD OPT I,      1010.90,      1011.15,      1013.15,      1011.15,      1011.15,                  2305209.20,2279,N, ,16,      1030.00,       975.00
N,N2,IREDA,IREDA 8.55NCDTR I SR II A,      1226.00,      1470.00,      1470.00,      1227.00,      1227.00,                     4166.00,3,N, ,3,      1470.00,      1144.00
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1155.60,      1156.00,      1156.00,      1155.70,      1155.70,                   635785.00,550,N, ,4,      1284.00,      1120.61
N,N2,L&TINFRA,BOND 7.75% CA 2010A S2,      1946.00,      1945.00,      1945.00,      1945.00,      1945.00,                   116700.00,60,N, ,4,      1980.00,      1762.11
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1205.87,      1208.90,      1208.90,      1203.00,      1203.40,                   612818.20,509,N, ,12,      1320.00,      1098.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1169.50,      1168.50,      1172.39,      1168.00,      1170.05,                  5735809.94,4900,N, ,34,      1250.00,      1141.01
N,N2,SBIN,BOND 9.50% PA SERIES 2,     11223.23,     11210.00,     11220.00,     11210.00,     11211.03,                   246739.24,22,N, ,6,     11600.00,     10360.00
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,       999.00,       985.55,       999.00,       985.55,       999.00,                   232105.60,235,N, ,10,      1003.00,       985.55
N,N3,EHFLNCD,SEC RED NCD 9.75% SR. III,      1000.00,       900.10,       900.10,       900.10,       900.10,                     9001.00,10,N, ,1,      1049.99,       801.05
N,N3,ERFLNCDI,SEC RED NCD 8.65% SR. III,       910.00,       900.00,       901.00,       900.00,       901.00,                     1801.00,2,N, ,2,      1190.00,       725.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1118.00,      1120.00,      1123.00,      1120.00,      1120.00,                  6254289.85,5584,N, ,20,      1187.40,      1050.25
N,N3,ICFL,SEC RED NCD 10.4% SR. III,       944.97,       945.00,       945.00,       945.00,       945.00,                    76545.00,81,N, ,3,      1021.00,       740.00
N,N3,IIHFL,IIHFL NCD OPT II,      1950.00,      1952.25,      1952.25,      1952.25,      1952.25,                   488062.50,250,N, ,3,      1959.00,      1520.60
N,N3,L&TINFRA,BOND 7.50% PA 2010A S3,      1009.78,       981.01,       986.00,       981.01,       986.00,                   824940.20,840,N, ,3,      1060.00,       825.01
N,N3,M&MFIN,UNSECURED NCD,      1356.66,      1360.00,      1360.00,      1355.00,      1355.00,                   142775.00,105,N, ,4,      1399.00,      1189.90
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       189.90,       200.00,       227.00,       200.00,       227.00,                    17350.00,80,N, ,4,       989.90,       158.25
N,N4,IIFCL,8.91% TAX FREE NCD,      1286.10,      1286.10,      1286.10,      1286.10,      1286.10,                   257220.00,200,N, ,2,      1390.00,      1237.00
N,N4,L&TINFRA,BOND 7.50% CA 2010A S4,      1914.70,      1901.01,      1912.99,      1901.01,      1903.12,                   955546.63,502,N, ,9,      1915.00,      1721.10
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1117.25,      1120.00,      1121.00,      1118.00,      1121.00,                    30236.00,27,N, ,3,      1300.00,      1081.01
N,N4,RHFL,SEC RED NCD 9.05% SR. II,       230.28,       240.00,       240.00,       240.00,       240.00,                     9840.00,41,N, ,1,      1008.90,       209.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1005.25,      1005.00,      1005.50,      1005.00,      1005.50,                   392050.00,390,N, ,10,      1019.85,      1000.00
N,N5,ECLFINANCE,ECL NCD 12% OPT I,      1005.25,       999.00,      1004.00,       995.25,      1003.50,                   200086.00,200,N, ,9,      1075.00,       908.40
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       880.00,       881.00,       897.69,       881.00,       881.00,                    75719.50,85,N, ,3,      1028.99,       701.00
N,N5,HUDCO,7.51 NCD 16FEB28 TR1 SR2,      1124.89,      1124.70,      1124.99,      1117.00,      1119.65,                   459595.29,410,N, ,10,      1207.00,      1061.60
N,N5,L&TINFRA,BOND 8.20% PA S1,      1050.00,      1053.00,      1054.00,      1053.00,      1054.00,                    23186.00,22,N, ,2,      1200.00,       950.10
N,N5,SBIN,BOND 9.95% PA RET. S4,     11464.59,     11441.00,     11490.00,     11441.00,     11463.16,                  2121503.26,185,N, ,28,     12390.00,     10120.00
N,N6,ECLFINANCE,ECL NCD 12% OPT II,      1089.90,      1101.00,      1101.00,      1101.00,      1101.00,                    11010.00,10,N, ,1,      1112.95,       925.00
N,N6,IDFCFIRSTB,BOND 0% 2021 TR-2 SR-II,      9633.02,      9637.50,      9637.50,      9637.50,      9637.50,                    19275.00,2,N, ,1,      9675.00,      8301.00
N,N6,L&TINFRA,BOND 8.30% PA CUM. S2,      1983.00,      2007.00,      2007.00,      1976.15,      1990.00,                   178699.00,90,N, ,6,      2200.00,      1791.00
N,N6,NHAI,8.75% TAX FREE TR I S IIB,      1288.46,      1296.00,      1296.00,      1296.00,      1296.00,                    12960.00,10,N, ,2,      1299.90,      1101.00
N,N6,NHBTF2014,BOND 9.01%PA TF TR-I S 3B,      6528.93,      6550.00,      6555.00,      6425.00,      6449.82,                  7252179.00,1122,N, ,58,      7474.00,      6302.00
N,N6,RECLTD,BOND 8.46% TAX FREE S2A,      1202.00,      1209.99,      1209.99,      1209.99,      1209.99,                    60499.50,50,N, ,1,      1458.00,      1144.31
N,N6,SBIN,BOND 9.45% PA NON RET. S4,     11250.00,     11340.00,     11340.00,     11100.00,     11220.00,                    22440.00,2,N, ,2,     11875.00,     10404.20
N,N6,TATACAPHSG,SEC RED NCD 8.30% SR.III,       997.05,       999.00,       999.00,       999.00,       999.00,                   149850.00,150,N, ,1,      1001.94,       997.00
N,N7,ECLFINANCE,ECL NCD 0% OPT III,      1948.00,      1948.00,      1948.00,      1948.00,      1948.00,                    29220.00,15,N, ,2,      1970.00,      1470.00
N,N7,IBUCCREDIT,SERENCD8.66%SRIVCIII&IV,       840.60,       889.00,       890.60,       846.00,       846.00,                   326221.60,367,N, ,3,       989.99,       600.00
N,N7,IREDA,7.74% TAX FREE NCD,      1154.00,      1146.00,      1149.00,      1146.00,      1149.00,                   379140.00,330,N, ,6,      1242.85,      1095.60
N,N7,NTPC,8.49% SEC NON-CUM RED NCD,        13.95,        13.92,        13.97,        13.92,        13.94,                   122545.74,8791,N, ,31,        15.00,        11.00
N,N8,IBULHSGFIN,SEC RED NCD 8.65% SR. V,       879.80,       879.79,       879.79,       879.79,       879.79,                     4398.95,5,N, ,1,       980.00,       515.00
N,N8,L&TFINANCE,SE RE NCD 9.1% SR.I OP II,      1075.23,      1075.00,      1075.00,      1075.00,      1075.00,                    43000.00,40,N, ,1,      1200.00,       952.40
N,N8,SREIBNPNCD,10.25% SRNCD SR VIII,      1068.00,      1074.99,      1075.00,      1069.00,      1069.00,                   238806.77,223,N, ,16,      1100.00,       728.00
N,N8,TATACAPHSG,SEC RED NCD 8.10% SR.IV,      1004.74,      1002.00,      1004.00,      1002.00,      1004.00,                    50194.00,50,N, ,3,      1006.00,      1000.00
N,N9,IDFCFIRSTB,BOND 9% 2021 TR-1 SR-I,      4980.00,      4955.00,      4980.00,      4955.00,      4960.00,                    49620.00,10,N, ,4,      5799.00,      4380.20
N,N9,IRFC,BOND 8.48% PA TF TI-SIB,      1160.01,      1209.90,      1209.90,      1161.00,      1203.99,                    35983.85,30,N, ,4,      1339.99,      1066.00
N,N9,NHAI,TAX FREE7.35% SR.IIA,      1170.00,      1176.00,      1176.00,      1176.00,      1176.00,                    58800.00,50,N, ,1,      1390.00,      1070.11
N,NA,DHFL,SEC RED NCD 9.25% SR. 5B,       245.00,       277.00,       277.00,       276.00,       276.50,                      553.00,2,N, ,2,       992.00,       152.01
